,Unnamed: 0,name,date,platform,score,url,userscore,fullurl,developer,genre,no_userreviews
0,0,Grand Theft Auto V,"April 13, 2015",PC,96,/game/pc/grand-theft-auto-v,7.8,https://www.metacritic.com/game/pc/grand-theft-auto-v,Rockstar North,"['Modern', 'Action Adventure', 'Open-World']",6562
1,1,Metal Gear Solid V: The Phantom Pain,"September 1, 2015",Xbox One,95,/game/xbox-one/metal-gear-solid-v-the-phantom-pain,7.4,https://www.metacritic.com/game/xbox-one/metal-gear-solid-v-the-phantom-pain,"Kojima Productions, Moby Dick Studio","['Modern', 'Modern', 'Action Adventure', 'Open-World']",1166
2,2,The Witcher 3: Wild Hunt,"May 18, 2015",PC,93,/game/pc/the-witcher-3-wild-hunt,9.4,https://www.metacritic.com/game/pc/the-witcher-3-wild-hunt,CD Projekt Red Studio,"['Action RPG', 'Role-Playing', 'Action RPG']",17318
3,3,Metal Gear Solid V: The Phantom Pain,"September 1, 2015",PlayStation 4,93,/game/playstation-4/metal-gear-solid-v-the-phantom-pain,8.2,https://www.metacritic.com/game/playstation-4/metal-gear-solid-v-the-phantom-pain,"Kojima Productions, Moby Dick Studio","['Modern', 'Action Adventure', 'Modern', 'Open-World']",5539
4,4,Journey,"July 21, 2015",PlayStation 4,92,/game/playstation-4/journey,8.3,https://www.metacritic.com/game/playstation-4/journey,Tricky Pixels,"['Action', 'Platformer', '3D']",2198
5,5,Bloodborne,"March 24, 2015",PlayStation 4,92,/game/playstation-4/bloodborne,8.9,https://www.metacritic.com/game/playstation-4/bloodborne,,,
6,6,The Witcher 3: Wild Hunt,"May 19, 2015",PlayStation 4,92,/game/playstation-4/the-witcher-3-wild-hunt,9.2,https://www.metacritic.com/game/playstation-4/the-witcher-3-wild-hunt,,,
7,7,Undertale,"September 15, 2015",PC,92,/game/pc/undertale,8.4,https://www.metacritic.com/game/pc/undertale,,,
8,8,The Witcher 3: Wild Hunt,"May 19, 2015",Xbox One,91,/game/xbox-one/the-witcher-3-wild-hunt,9.2,https://www.metacritic.com/game/xbox-one/the-witcher-3-wild-hunt,,,
9,9,Metal Gear Solid V: The Phantom Pain,"September 1, 2015",PC,91,/game/pc/metal-gear-solid-v-the-phantom-pain,7.8,https://www.metacritic.com/game/pc/metal-gear-solid-v-the-phantom-pain,,,
10,10,Shovel Knight,"April 21, 2015",PlayStation 4,90,/game/playstation-4/shovel-knight,7.7,https://www.metacritic.com/game/playstation-4/shovel-knight,,,
11,11,Mario Kart 8 DLC Pack 2,"April 23, 2015",Wii U,90,/game/wii-u/mario-kart-8-dlc-pack-2,8.9,https://www.metacritic.com/game/wii-u/mario-kart-8-dlc-pack-2,,,
12,12,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,"October 20, 2015",PlayStation 4,90,/game/playstation-4/tales-from-the-borderlands-episode-5---the-vault-of-the-traveler,7.9,https://www.metacritic.com/game/playstation-4/tales-from-the-borderlands-episode-5---the-vault-of-the-traveler,,,
13,13,The Witcher 3: Wild Hunt - Hearts of Stone,"October 12, 2015",PlayStation 4,90,/game/playstation-4/the-witcher-3-wild-hunt---hearts-of-stone,9.0,https://www.metacritic.com/game/playstation-4/the-witcher-3-wild-hunt---hearts-of-stone,,,
14,14,The Witcher 3: Wild Hunt - Hearts of Stone,"October 13, 2015",PC,89,/game/pc/the-witcher-3-wild-hunt---hearts-of-stone,9.1,https://www.metacritic.com/game/pc/the-witcher-3-wild-hunt---hearts-of-stone,,,
15,15,The Legend of Zelda: Majora's Mask 3D,"February 13, 2015",3DS,89,/game/3ds/the-legend-of-zelda-majoras-mask-3d,8.9,https://www.metacritic.com/game/3ds/the-legend-of-zelda-majoras-mask-3d,,,
16,16,Pillars of Eternity,"March 26, 2015",PC,89,/game/pc/pillars-of-eternity,8.3,https://www.metacritic.com/game/pc/pillars-of-eternity,,,
17,17,3D Gunstar Heroes,"August 20, 2015",3DS,89,/game/3ds/3d-gunstar-heroes,7.9,https://www.metacritic.com/game/3ds/3d-gunstar-heroes,,,
18,18,Dark Souls II: Scholar of the First Sin,"April 7, 2015",Xbox One,89,/game/xbox-one/dark-souls-ii-scholar-of-the-first-sin,7.8,https://www.metacritic.com/game/xbox-one/dark-souls-ii-scholar-of-the-first-sin,,,
19,19,3D Streets of Rage II,"July 23, 2015",3DS,89,/game/3ds/3d-streets-of-rage-ii,7.6,https://www.metacritic.com/game/3ds/3d-streets-of-rage-ii,,,
20,20,Bastion,"April 7, 2015",PlayStation 4,89,/game/playstation-4/bastion,7.7,https://www.metacritic.com/game/playstation-4/bastion,,,
21,21,Nuclear Throne,"December 5, 2015",PC,89,/game/pc/nuclear-throne,7.7,https://www.metacritic.com/game/pc/nuclear-throne,,,
22,22,Destiny: The Taken King,"September 15, 2015",Xbox One,89,/game/xbox-one/destiny-the-taken-king,5.3,https://www.metacritic.com/game/xbox-one/destiny-the-taken-king,,,
23,23,Fallout 4,"November 10, 2015",Xbox One,88,/game/xbox-one/fallout-4,6.5,https://www.metacritic.com/game/xbox-one/fallout-4,,,
24,24,Super Mario Maker,"September 11, 2015",Wii U,88,/game/wii-u/super-mario-maker,8.7,https://www.metacritic.com/game/wii-u/super-mario-maker,,,
25,25,Divinity: Original Sin Enhanced Edition,"October 27, 2015",Xbox One,88,/game/xbox-one/divinity-original-sin-enhanced-edition,7.6,https://www.metacritic.com/game/xbox-one/divinity-original-sin-enhanced-edition,,,
26,26,Kerbal Space Program,"April 27, 2015",PC,88,/game/pc/kerbal-space-program,8.2,https://www.metacritic.com/game/pc/kerbal-space-program,,,
27,27,Divinity: Original Sin Enhanced Edition,"October 27, 2015",PlayStation 4,88,/game/playstation-4/divinity-original-sin-enhanced-edition,8.0,https://www.metacritic.com/game/playstation-4/divinity-original-sin-enhanced-edition,,,
28,28,Ori and the Blind Forest,"March 11, 2015",Xbox One,88,/game/xbox-one/ori-and-the-blind-forest,8.6,https://www.metacritic.com/game/xbox-one/ori-and-the-blind-forest,,,
29,29,Starcraft II: Legacy of the Void,"November 10, 2015",PC,88,/game/pc/starcraft-ii-legacy-of-the-void,8.4,https://www.metacritic.com/game/pc/starcraft-ii-legacy-of-the-void,,,
30,30,The Talos Principle: Deluxe Edition,"October 13, 2015",PlayStation 4,88,/game/playstation-4/the-talos-principle-deluxe-edition,8.1,https://www.metacritic.com/game/playstation-4/the-talos-principle-deluxe-edition,,,
31,31,Ori and the Blind Forest,"March 11, 2015",PC,88,/game/pc/ori-and-the-blind-forest,8.7,https://www.metacritic.com/game/pc/ori-and-the-blind-forest,,,
32,32,Bloodborne: The Old Hunters,"November 24, 2015",PlayStation 4,87,/game/playstation-4/bloodborne-the-old-hunters,9.1,https://www.metacritic.com/game/playstation-4/bloodborne-the-old-hunters,,,
33,33,Oddworld: Abe's Oddysee - New 'n' Tasty,"February 25, 2015",PC,87,/game/pc/oddworld-abes-oddysee---new-n-tasty,7.7,https://www.metacritic.com/game/pc/oddworld-abes-oddysee---new-n-tasty,,,
34,34,Crypt of the NecroDancer,"April 23, 2015",PC,87,/game/pc/crypt-of-the-necrodancer,7.8,https://www.metacritic.com/game/pc/crypt-of-the-necrodancer,,,
35,35,Batman: Arkham Knight,"June 23, 2015",PlayStation 4,87,/game/playstation-4/batman-arkham-knight,7.9,https://www.metacritic.com/game/playstation-4/batman-arkham-knight,,,
36,36,Forza Motorsport 6,"September 15, 2015",Xbox One,87,/game/xbox-one/forza-motorsport-6,7.7,https://www.metacritic.com/game/xbox-one/forza-motorsport-6,,,
37,37,Skylanders SuperChargers,"September 20, 2015",Wii U,87,/game/wii-u/skylanders-superchargers,5.7,https://www.metacritic.com/game/wii-u/skylanders-superchargers,,,
38,38,3D Sonic the Hedgehog 2,"October 8, 2015",3DS,87,/game/3ds/3d-sonic-the-hedgehog-2,8.4,https://www.metacritic.com/game/3ds/3d-sonic-the-hedgehog-2,,,
39,39,Pro Evolution Soccer 2016,"September 15, 2015",PlayStation 4,87,/game/playstation-4/pro-evolution-soccer-2016,7.2,https://www.metacritic.com/game/playstation-4/pro-evolution-soccer-2016,,,
40,40,3D Out Run,"March 12, 2015",3DS,87,/game/3ds/3d-out-run,8.1,https://www.metacritic.com/game/3ds/3d-out-run,,,
41,41,Dark Souls II: Scholar of the First Sin,"April 7, 2015",PlayStation 4,87,/game/playstation-4/dark-souls-ii-scholar-of-the-first-sin,7.9,https://www.metacritic.com/game/playstation-4/dark-souls-ii-scholar-of-the-first-sin,,,
42,42,NBA 2K16,"September 25, 2015",PlayStation 4,87,/game/playstation-4/nba-2k16,6.7,https://www.metacritic.com/game/playstation-4/nba-2k16,,,
43,43,Fallout 4,"November 10, 2015",PlayStation 4,87,/game/playstation-4/fallout-4,6.7,https://www.metacritic.com/game/playstation-4/fallout-4,,,
44,44,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,"October 20, 2015",PC,86,/game/pc/tales-from-the-borderlands-episode-5---the-vault-of-the-traveler,8.7,https://www.metacritic.com/game/pc/tales-from-the-borderlands-episode-5---the-vault-of-the-traveler,,,
45,45,Uncharted: The Nathan Drake Collection,"October 9, 2015",PlayStation 4,86,/game/playstation-4/uncharted-the-nathan-drake-collection,8.6,https://www.metacritic.com/game/playstation-4/uncharted-the-nathan-drake-collection,,,
46,46,Tales from the Borderlands: A Telltale Game Series,"October 20, 2015",PlayStation 4,86,/game/playstation-4/tales-from-the-borderlands-a-telltale-game-series,8.1,https://www.metacritic.com/game/playstation-4/tales-from-the-borderlands-a-telltale-game-series,,,
47,47,Final Fantasy XIV: Heavensward,"June 23, 2015",PC,86,/game/pc/final-fantasy-xiv-heavensward,8.4,https://www.metacritic.com/game/pc/final-fantasy-xiv-heavensward,,,
48,48,Shovel Knight,"April 21, 2015",Xbox One,86,/game/xbox-one/shovel-knight,7.6,https://www.metacritic.com/game/xbox-one/shovel-knight,,,
49,49,DmC: Devil May Cry Definitive Edition,"March 10, 2015",Xbox One,86,/game/xbox-one/dmc-devil-may-cry-definitive-edition,7.9,https://www.metacritic.com/game/xbox-one/dmc-devil-may-cry-definitive-edition,,,
50,50,Monster Hunter 4 Ultimate,"February 13, 2015",3DS,86,/game/3ds/monster-hunter-4-ultimate,8.6,https://www.metacritic.com/game/3ds/monster-hunter-4-ultimate,,,
51,51,NBA 2K16,"September 25, 2015",Xbox One,86,/game/xbox-one/nba-2k16,6.1,https://www.metacritic.com/game/xbox-one/nba-2k16,,,
52,52,Her Story,"June 24, 2015",PC,86,/game/pc/her-story,6.1,https://www.metacritic.com/game/pc/her-story,,,
53,53,Homeworld Remastered Collection,"February 25, 2015",PC,86,/game/pc/homeworld-remastered-collection,8.2,https://www.metacritic.com/game/pc/homeworld-remastered-collection,,,
54,54,Rise of the Tomb Raider,"November 10, 2015",Xbox One,86,/game/xbox-one/rise-of-the-tomb-raider,8.0,https://www.metacritic.com/game/xbox-one/rise-of-the-tomb-raider,,,
55,55,SteamWorld Heist,"December 10, 2015",3DS,86,/game/3ds/steamworld-heist,8.2,https://www.metacritic.com/game/3ds/steamworld-heist,,,
56,56,Final Fantasy XIV: Heavensward,"June 23, 2015",PlayStation 4,86,/game/playstation-4/final-fantasy-xiv-heavensward,8.3,https://www.metacritic.com/game/playstation-4/final-fantasy-xiv-heavensward,,,
57,57,Destiny: The Taken King,"September 15, 2015",PlayStation 4,86,/game/playstation-4/destiny-the-taken-king,6.2,https://www.metacritic.com/game/playstation-4/destiny-the-taken-king,,,
58,58,Heroes of the Storm,"June 2, 2015",PC,86,/game/pc/heroes-of-the-storm,6.4,https://www.metacritic.com/game/pc/heroes-of-the-storm,,,
59,59,Code:Realize - Guardian of Rebirth,"October 20, 2015",PlayStation Vita,86,/game/playstation-vita/coderealize---guardian-of-rebirth,8.1,https://www.metacritic.com/game/playstation-vita/coderealize---guardian-of-rebirth,,,
60,60,OlliOlli2: Welcome to Olliwood,"March 3, 2015",PlayStation 4,86,/game/playstation-4/olliolli2-welcome-to-olliwood,6.5,https://www.metacritic.com/game/playstation-4/olliolli2-welcome-to-olliwood,,,
61,61,Mortal Kombat X,"April 14, 2015",Xbox One,86,/game/xbox-one/mortal-kombat-x,7.6,https://www.metacritic.com/game/xbox-one/mortal-kombat-x,,,
62,62,Gunman Clive HD Collection,"September 3, 2015",Wii U,86,/game/wii-u/gunman-clive-hd-collection,8.2,https://www.metacritic.com/game/wii-u/gunman-clive-hd-collection,,,
63,63,Xenoblade Chronicles 3D,"April 10, 2015",3DS,86,/game/3ds/xenoblade-chronicles-3d,8.8,https://www.metacritic.com/game/3ds/xenoblade-chronicles-3d,,,
64,64,DiRT Rally,"December 7, 2015",PC,86,/game/pc/dirt-rally,8.5,https://www.metacritic.com/game/pc/dirt-rally,,,
65,65,Rocket League,"July 5, 2015",PC,86,/game/pc/rocket-league,8.0,https://www.metacritic.com/game/pc/rocket-league,,,
66,66,The Legend of Heroes: Trails of Cold Steel,"December 22, 2015",PlayStation 3,86,/game/playstation-3/the-legend-of-heroes-trails-of-cold-steel,8.7,https://www.metacritic.com/game/playstation-3/the-legend-of-heroes-trails-of-cold-steel,,,
67,67,Cities: Skylines,"March 10, 2015",PC,85,/game/pc/cities-skylines,8.8,https://www.metacritic.com/game/pc/cities-skylines,,,
68,68,OlliOlli2: Welcome to Olliwood,"March 3, 2015",PlayStation Vita,85,/game/playstation-vita/olliolli2-welcome-to-olliwood,7.1,https://www.metacritic.com/game/playstation-vita/olliolli2-welcome-to-olliwood,,,
69,69,Tales from the Borderlands: A Telltale Game Series,"October 20, 2015",PC,85,/game/pc/tales-from-the-borderlands-a-telltale-game-series,8.5,https://www.metacritic.com/game/pc/tales-from-the-borderlands-a-telltale-game-series,,,
70,70,Batman: Arkham Knight,"June 23, 2015",Xbox One,85,/game/xbox-one/batman-arkham-knight,7.0,https://www.metacritic.com/game/xbox-one/batman-arkham-knight,,,
71,71,Life is Strange,"October 20, 2015",PlayStation 4,85,/game/playstation-4/life-is-strange,8.6,https://www.metacritic.com/game/playstation-4/life-is-strange,,,
72,72,Rocket League,"July 7, 2015",PlayStation 4,85,/game/playstation-4/rocket-league,8.5,https://www.metacritic.com/game/playstation-4/rocket-league,,,
73,73,The Binding of Isaac: Afterbirth,"October 30, 2015",PC,85,/game/pc/the-binding-of-isaac-afterbirth,8.2,https://www.metacritic.com/game/pc/the-binding-of-isaac-afterbirth,,,
74,74,Chaos Reborn,"October 26, 2015",PC,85,/game/pc/chaos-reborn,7.9,https://www.metacritic.com/game/pc/chaos-reborn,,,
75,75,Resogun: Defenders,"February 17, 2015",PlayStation 4,85,/game/playstation-4/resogun-defenders,7.2,https://www.metacritic.com/game/playstation-4/resogun-defenders,,,
76,76,Zenzizenzic,"July 23, 2015",PC,85,/game/pc/zenzizenzic,6.1,https://www.metacritic.com/game/pc/zenzizenzic,,,
77,77,Mega Man Legacy Collection,"August 24, 2015",PC,85,/game/pc/mega-man-legacy-collection,8.7,https://www.metacritic.com/game/pc/mega-man-legacy-collection,,,
78,78,Pro Evolution Soccer 2016,"September 15, 2015",Xbox One,85,/game/xbox-one/pro-evolution-soccer-2016,6.0,https://www.metacritic.com/game/xbox-one/pro-evolution-soccer-2016,,,
79,79,System Shock: Enhanced Edition,"September 22, 2015",PC,85,/game/pc/system-shock-enhanced-edition,8.4,https://www.metacritic.com/game/pc/system-shock-enhanced-edition,,,
80,80,Super Meat Boy,"October 6, 2015",PlayStation 4,85,/game/playstation-4/super-meat-boy,6.9,https://www.metacritic.com/game/playstation-4/super-meat-boy,,,
81,81,Rare Replay,"August 4, 2015",Xbox One,84,/game/xbox-one/rare-replay,7.9,https://www.metacritic.com/game/xbox-one/rare-replay,,,
82,82,Freedom Planet,"August 20, 2015",Wii U,84,/game/wii-u/freedom-planet,8.4,https://www.metacritic.com/game/wii-u/freedom-planet,,,
83,83,Shin Megami Tensei: Devil Survivor 2 Record Breaker,"May 5, 2015",3DS,84,/game/3ds/shin-megami-tensei-devil-survivor-2-record-breaker,4.4,https://www.metacritic.com/game/3ds/shin-megami-tensei-devil-survivor-2-record-breaker,,,
84,84,Halo 5: Guardians,"October 27, 2015",Xbox One,84,/game/xbox-one/halo-5-guardians,6.4,https://www.metacritic.com/game/xbox-one/halo-5-guardians,,,
85,85,80 Days (2015),"September 29, 2015",PC,84,/game/pc/80-days-2015,7.4,https://www.metacritic.com/game/pc/80-days-2015,,,
86,86,Hearthstone: Heroes of Warcraft - The Grand Tournament,"August 24, 2015",PC,84,/game/pc/hearthstone-heroes-of-warcraft---the-grand-tournament,4.1,https://www.metacritic.com/game/pc/hearthstone-heroes-of-warcraft---the-grand-tournament,,,
87,87,Grim Fandango Remastered,"January 27, 2015",PlayStation Vita,84,/game/playstation-vita/grim-fandango-remastered,7.3,https://www.metacritic.com/game/playstation-vita/grim-fandango-remastered,,,
88,88,Axiom Verge,"March 31, 2015",PlayStation 4,84,/game/playstation-4/axiom-verge,7.8,https://www.metacritic.com/game/playstation-4/axiom-verge,,,
89,89,Xenoblade Chronicles X,"December 4, 2015",Wii U,84,/game/wii-u/xenoblade-chronicles-x,9.1,https://www.metacritic.com/game/wii-u/xenoblade-chronicles-x,,,
90,90,SOMA,"September 21, 2015",PC,84,/game/pc/soma,8.4,https://www.metacritic.com/game/pc/soma,,,
91,91,Grim Fandango Remastered,"January 26, 2015",PC,84,/game/pc/grim-fandango-remastered,8.0,https://www.metacritic.com/game/pc/grim-fandango-remastered,,,
92,92,Fallout 4,"November 9, 2015",PC,84,/game/pc/fallout-4,5.5,https://www.metacritic.com/game/pc/fallout-4,,,
93,93,Madden NFL 16,"August 25, 2015",Xbox One,84,/game/xbox-one/madden-nfl-16,6.0,https://www.metacritic.com/game/xbox-one/madden-nfl-16,,,
94,94,FIFA 16,"September 22, 2015",Xbox One,84,/game/xbox-one/fifa-16,4.4,https://www.metacritic.com/game/xbox-one/fifa-16,,,
95,95,Final Fantasy X / X-2 HD Remaster,"May 12, 2015",PlayStation 4,84,/game/playstation-4/final-fantasy-x-x-2-hd-remaster,8.3,https://www.metacritic.com/game/playstation-4/final-fantasy-x-x-2-hd-remaster,,,
96,96,DmC: Devil May Cry Definitive Edition,"March 10, 2015",PlayStation 4,83,/game/playstation-4/dmc-devil-may-cry-definitive-edition,7.5,https://www.metacritic.com/game/playstation-4/dmc-devil-may-cry-definitive-edition,,,
97,97,Life is Strange,"October 20, 2015",PC,83,/game/pc/life-is-strange,8.6,https://www.metacritic.com/game/pc/life-is-strange,,,
98,98,Steins;Gate,"June 5, 2015",PlayStation Vita,83,/game/playstation-vita/steinsgate,8.8,https://www.metacritic.com/game/playstation-vita/steinsgate,,,
99,99,Resident Evil HD Remaster,"January 20, 2015",PlayStation 4,83,/game/playstation-4/resident-evil-hd-remaster,8.5,https://www.metacritic.com/game/playstation-4/resident-evil-hd-remaster,,,
100,100,ZEN Pinball 2: Portal Pinball,"May 26, 2015",PlayStation 4,83,/game/playstation-4/zen-pinball-2-portal-pinball,4.9,https://www.metacritic.com/game/playstation-4/zen-pinball-2-portal-pinball,,,
101,101,Project CARS,"May 6, 2015",PC,83,/game/pc/project-cars,7.1,https://www.metacritic.com/game/pc/project-cars,,,
102,102,Steins;Gate,"June 5, 2015",PlayStation 3,83,/game/playstation-3/steinsgate,8.6,https://www.metacritic.com/game/playstation-3/steinsgate,,,
103,103,SteamWorld Dig,"June 5, 2015",Xbox One,83,/game/xbox-one/steamworld-dig,7.8,https://www.metacritic.com/game/xbox-one/steamworld-dig,,,
104,104,Stretchmo,"May 14, 2015",3DS,83,/game/3ds/stretchmo,7.9,https://www.metacritic.com/game/3ds/stretchmo,,,
105,105,Castle Crashers Remastered,"September 9, 2015",Xbox One,83,/game/xbox-one/castle-crashers-remastered,7.7,https://www.metacritic.com/game/xbox-one/castle-crashers-remastered,,,
106,106,Yakuza 5,"December 8, 2015",PlayStation 3,83,/game/playstation-3/yakuza-5,8.6,https://www.metacritic.com/game/playstation-3/yakuza-5,,,
107,107,Helldivers,"December 7, 2015",PC,83,/game/pc/helldivers,6.9,https://www.metacritic.com/game/pc/helldivers,,,
108,108,Project CARS,"May 12, 2015",PlayStation 4,83,/game/playstation-4/project-cars,6.6,https://www.metacritic.com/game/playstation-4/project-cars,,,
109,109,Mortal Kombat X,"April 14, 2015",PlayStation 4,83,/game/playstation-4/mortal-kombat-x,7.8,https://www.metacritic.com/game/playstation-4/mortal-kombat-x,,,
110,110,Madden NFL 16,"August 25, 2015",PlayStation 4,83,/game/playstation-4/madden-nfl-16,5.7,https://www.metacritic.com/game/playstation-4/madden-nfl-16,,,
111,111,Tales From The Borderlands: Episode 3 - Catch A Ride,"June 23, 2015",PlayStation 4,83,/game/playstation-4/tales-from-the-borderlands-episode-3---catch-a-ride,7.3,https://www.metacritic.com/game/playstation-4/tales-from-the-borderlands-episode-3---catch-a-ride,,,
112,112,Life is Strange: Episode 5 - Polarized,"October 20, 2015",PC,83,/game/pc/life-is-strange-episode-5---polarized,8.4,https://www.metacritic.com/game/pc/life-is-strange-episode-5---polarized,,,
113,113,"Invisible, Inc.","May 12, 2015",PC,82,/game/pc/invisible-inc,7.9,https://www.metacritic.com/game/pc/invisible-inc,,,
114,114,Gears of War: Ultimate Edition,"August 25, 2015",Xbox One,82,/game/xbox-one/gears-of-war-ultimate-edition,7.6,https://www.metacritic.com/game/xbox-one/gears-of-war-ultimate-edition,,,
115,115,FIFA 16,"September 22, 2015",PlayStation 4,82,/game/playstation-4/fifa-16,4.4,https://www.metacritic.com/game/playstation-4/fifa-16,,,
116,116,Nuclear Throne,"December 5, 2015",PlayStation 4,82,/game/playstation-4/nuclear-throne,6.3,https://www.metacritic.com/game/playstation-4/nuclear-throne,,,
117,117,Stealth Inc 2: A Game of Clones,"April 3, 2015",Xbox One,82,/game/xbox-one/stealth-inc-2-a-game-of-clones,6.9,https://www.metacritic.com/game/xbox-one/stealth-inc-2-a-game-of-clones,,,
118,118,Borderlands: The Handsome Collection,"March 24, 2015",PlayStation 4,82,/game/playstation-4/borderlands-the-handsome-collection,7.8,https://www.metacritic.com/game/playstation-4/borderlands-the-handsome-collection,,,
119,119,Runbow,"August 27, 2015",Wii U,82,/game/wii-u/runbow,7.8,https://www.metacritic.com/game/wii-u/runbow,,,
120,120,Lovers in a Dangerous Spacetime,"September 9, 2015",Xbox One,82,/game/xbox-one/lovers-in-a-dangerous-spacetime,7.2,https://www.metacritic.com/game/xbox-one/lovers-in-a-dangerous-spacetime,,,
121,121,N++,"July 28, 2015",PlayStation 4,82,/game/playstation-4/n++,6.6,https://www.metacritic.com/game/playstation-4/n++,,,
122,122,Hearthstone: Heroes of Warcraft - Blackrock Mountain,"April 2, 2015",PC,82,/game/pc/hearthstone-heroes-of-warcraft---blackrock-mountain,6.0,https://www.metacritic.com/game/pc/hearthstone-heroes-of-warcraft---blackrock-mountain,,,
123,123,Etrian Odyssey 2 Untold: The Fafnir Knight,"August 4, 2015",3DS,82,/game/3ds/etrian-odyssey-2-untold-the-fafnir-knight,7.9,https://www.metacritic.com/game/3ds/etrian-odyssey-2-untold-the-fafnir-knight,,,
124,124,Hacknet,"August 12, 2015",PC,82,/game/pc/hacknet,7.6,https://www.metacritic.com/game/pc/hacknet,,,
125,125,The Talos Principle: Road To Gehenna,"July 23, 2015",PC,82,/game/pc/the-talos-principle-road-to-gehenna,7.8,https://www.metacritic.com/game/pc/the-talos-principle-road-to-gehenna,,,
126,126,King's Quest Chapter 1: A Knight to Remember,"July 28, 2015",PC,82,/game/pc/kings-quest-chapter-1-a-knight-to-remember,7.3,https://www.metacritic.com/game/pc/kings-quest-chapter-1-a-knight-to-remember,,,
127,127,Galak-Z: The Dimensional,"August 4, 2015",PlayStation 4,82,/game/playstation-4/galak-z-the-dimensional,7.1,https://www.metacritic.com/game/playstation-4/galak-z-the-dimensional,,,
128,128,Skullgirls: 2nd Encore,"July 7, 2015",PlayStation 4,82,/game/playstation-4/skullgirls-2nd-encore,7.3,https://www.metacritic.com/game/playstation-4/skullgirls-2nd-encore,,,
129,129,Art Academy: Home Studio,"June 25, 2015",Wii U,82,/game/wii-u/art-academy-home-studio,7.9,https://www.metacritic.com/game/wii-u/art-academy-home-studio,,,
130,130,Technobabylon,"May 21, 2015",PC,82,/game/pc/technobabylon,7.8,https://www.metacritic.com/game/pc/technobabylon,,,
131,131,Resident Evil HD Remaster,"January 20, 2015",Xbox One,82,/game/xbox-one/resident-evil-hd-remaster,8.4,https://www.metacritic.com/game/xbox-one/resident-evil-hd-remaster,,,
132,132,Resident Evil HD Remaster,"January 20, 2015",PC,82,/game/pc/resident-evil-hd-remaster,8.5,https://www.metacritic.com/game/pc/resident-evil-hd-remaster,,,
133,133,Year Walk,"September 17, 2015",Wii U,82,/game/wii-u/year-walk,7.6,https://www.metacritic.com/game/wii-u/year-walk,,,
134,134,OlliOlli2: Welcome to Olliwood,"August 11, 2015",PC,82,/game/pc/olliolli2-welcome-to-olliwood,5.8,https://www.metacritic.com/game/pc/olliolli2-welcome-to-olliwood,,,
135,135,Shadowrun: Hong Kong,"August 20, 2015",PC,81,/game/pc/shadowrun-hong-kong,7.7,https://www.metacritic.com/game/pc/shadowrun-hong-kong,,,
136,136,Splatoon,"May 29, 2015",Wii U,81,/game/wii-u/splatoon,8.7,https://www.metacritic.com/game/wii-u/splatoon,,,
137,137,Football Manager 2016,"November 13, 2015",PC,81,/game/pc/football-manager-2016,7.0,https://www.metacritic.com/game/pc/football-manager-2016,,,
138,138,Tearaway Unfolded,"September 8, 2015",PlayStation 4,81,/game/playstation-4/tearaway-unfolded,8.0,https://www.metacritic.com/game/playstation-4/tearaway-unfolded,,,
139,139,Call of Duty: Black Ops III,"November 6, 2015",Xbox One,81,/game/xbox-one/call-of-duty-black-ops-iii,4.6,https://www.metacritic.com/game/xbox-one/call-of-duty-black-ops-iii,,,
140,140,Downwell,"October 15, 2015",PC,81,/game/pc/downwell,6.6,https://www.metacritic.com/game/pc/downwell,,,
141,141,Life is Strange: Episode 3 - Chaos Theory,"May 19, 2015",PlayStation 4,81,/game/playstation-4/life-is-strange-episode-3---chaos-theory,8.2,https://www.metacritic.com/game/playstation-4/life-is-strange-episode-3---chaos-theory,,,
142,142,FAST Racing NEO,"December 10, 2015",Wii U,81,/game/wii-u/fast-racing-neo,8.6,https://www.metacritic.com/game/wii-u/fast-racing-neo,,,
143,143,3D Fantasy Zone II W,"April 16, 2015",3DS,81,/game/3ds/3d-fantasy-zone-ii-w,7.0,https://www.metacritic.com/game/3ds/3d-fantasy-zone-ii-w,,,
144,144,Guitar Hero Live,"October 20, 2015",Xbox One,81,/game/xbox-one/guitar-hero-live,5.0,https://www.metacritic.com/game/xbox-one/guitar-hero-live,,,
145,145,Skylanders SuperChargers,"September 20, 2015",PlayStation 4,81,/game/playstation-4/skylanders-superchargers,3.6,https://www.metacritic.com/game/playstation-4/skylanders-superchargers,,,
146,146,Life is Strange: Episode 5 - Polarized,"October 20, 2015",PlayStation 4,81,/game/playstation-4/life-is-strange-episode-5---polarized,8.3,https://www.metacritic.com/game/playstation-4/life-is-strange-episode-5---polarized,,,
147,147,Helldivers,"March 3, 2015",PlayStation 4,81,/game/playstation-4/helldivers,8.0,https://www.metacritic.com/game/playstation-4/helldivers,,,
148,148,Tales From The Borderlands: Episode 3 - Catch A Ride,"June 23, 2015",PC,81,/game/pc/tales-from-the-borderlands-episode-3---catch-a-ride,8.4,https://www.metacritic.com/game/pc/tales-from-the-borderlands-episode-3---catch-a-ride,,,
149,149,Brothers: A Tale of Two Sons,"August 11, 2015",PlayStation 4,81,/game/playstation-4/brothers-a-tale-of-two-sons,8.0,https://www.metacritic.com/game/playstation-4/brothers-a-tale-of-two-sons,,,
